Service_Request_Type,Police_Precinct,Method_Received,Status,Year,Month,Request_Count
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Transferred to Other Dept,2022,7,476
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2021,4,475
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2022,1,475
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,5,474
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed,2021,11,474
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2023,7,474
Pothole,WEST,Find It Fix It Apps,Reported,2022,1,473
Graffiti,WEST,Find It Fix It Apps,Closed,2024,10,472
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2024,11,471
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2022,4,470
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2023,6,469
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2024,11,467
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2022,7,467
Pothole,NORTH,Find It Fix It Apps,Reported,2024,1,466
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2022,5,466
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,4,465
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2025,4,464
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,10,463
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,9,463
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,9,463
Unauthorized Encampment,WEST,Find It Fix It Apps,Closed,2023,11,463
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,6,463
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2024,2,460
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2025,1,459
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,5,459
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2022,3,458
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2023,12,457
Graffiti,WEST,Find It Fix It Apps,Closed,2024,6,456
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,7,456
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2022,6,456
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,7,456
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2025,3,453
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2022,10,452
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,10,452
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2023,2,452
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2023,5,452
Unauthorized Encampment,WEST,Find It Fix It Apps,Closed,2022,12,452
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2024,6,451
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,9,451
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Reported,2022,4,451
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2023,7,450
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2024,4,449
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2022,10,448
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2023,1,448
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,7,447
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,11,447
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2023,2,447
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2023,8,447
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,8,445
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Citizen Web Intake App,Closed,2022,1,444
Pothole,EAST,Find It Fix It Apps,Reported,2023,1,444
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,9,444
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2024,5,444
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2022,10,443
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,3,441
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2022,1,441
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2025,3,441
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2023,10,441
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2024,8,440
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2023,12,439
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2024,3,439
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,6,436
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,9,435
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,8,435
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,12,435
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2024,3,434
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2022,9,433
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,10,430
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2021,3,430
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2022,8,430
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,8,430
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2022,4,428
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,7,428
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2022,3,427
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2024,5,427
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Citizen Web Intake App,Closed,2022,2,426
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2022,11,426
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,12,426
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2024,9,425
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2024,2,425
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Citizen Web Intake App,Closed,2022,3,425
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2022,9,424
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,3,423
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2023,4,422
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,4,422
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2022,4,421
Graffiti,NORTH,Find It Fix It Apps,Closed,2024,7,421
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2024,1,420
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2023,11,420
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,2,420
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2024,1,419
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2022,12,418
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2022,7,418
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,7,417
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2021,12,417
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,4,417
Pothole,NORTH,Find It Fix It Apps,Reported,2023,3,416
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,5,415
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2023,9,414
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2025,2,413
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,3,413
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,1,413
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,10,412
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Transferred to Other Dept,2022,6,412
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,9,411
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2023,11,411
Graffiti,WEST,Find It Fix It Apps,Closed,2024,3,410
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,7,409
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed,2022,3,408
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2022,1,408
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,5,407
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,12,407
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed,2021,9,406
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,10,406
Pothole,EAST,Find It Fix It Apps,Reported,2022,3,405
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,11,405
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,11,404
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,3,404
Graffiti,WEST,Find It Fix It Apps,Closed,2024,1,404
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2021,10,403
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2023,7,402
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,2,402
Unauthorized Encampment,WEST,Find It Fix It Apps,Closed,2022,11,401
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,5,401
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,7,401
Graffiti,WEST,Find It Fix It Apps,Reported,2023,9,400
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,8,399
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2023,6,399
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,6,398
Parking Enforcement,EAST,Find It Fix It Apps,Reported,2023,5,398
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Citizen Web Intake App,Closed,2021,12,398
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,6,396
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2024,12,396
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,2,395
Graffiti,EAST,Find It Fix It Apps,Closed,2025,3,395
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2021,7,395
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2024,1,395
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2022,12,394
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2022,11,393
Graffiti,WEST,Find It Fix It Apps,Reported,2023,7,393
Unauthorized Encampment,SOUTHWEST,Find It Fix It Apps,Closed,2022,7,392
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2024,4,392
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,3,392
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2022,12,392
Unauthorized Encampment,SOUTHWEST,Find It Fix It Apps,Closed,2024,8,391
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2022,5,391
Parking Enforcement,EAST,Find It Fix It Apps,Reported,2023,6,390
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2022,7,390
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,2,390
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,6,389
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2023,12,388
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,10,387
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2022,10,387
Pothole,SOUTH,Find It Fix It Apps,Reported,2023,1,386
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2023,10,385
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,8,385
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,8,385
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2022,6,385
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2022,3,384
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2022,4,383
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,1,383
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,6,381
Graffiti,NORTH,Find It Fix It Apps,Reported,2021,12,380
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2024,12,380
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2023,10,380
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,3,379
Graffiti,NORTH,Find It Fix It Apps,Closed,2024,6,379
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2022,5,379
Graffiti,NORTH,Find It Fix It Apps,Reported,2023,8,379
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2022,6,378
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,1,375
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,7,375
Overgrown Vegetation,NORTH,Find It Fix It Apps,Closed,2022,6,375
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Closed,2022,3,374
Pothole,NORTH,Find It Fix It Apps,Reported,2024,3,374
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,11,374
Unauthorized Encampment,SOUTHWEST,Find It Fix It Apps,Closed,2022,8,374
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,5,373
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2023,9,373
Graffiti,NORTH,Find It Fix It Apps,Closed,2024,5,373
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2022,2,373
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,1,372
Graffiti,WEST,PremierOne CSR Mobile Apps,Closed,2025,2,372
Graffiti,WEST,Find It Fix It Apps,Closed,2024,5,371
Graffiti,NORTH,Find It Fix It Apps,Reported,2022,5,371
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2021,8,371
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2022,11,370
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,12,369
Graffiti,WEST,Find It Fix It Apps,Closed,2024,4,369
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Find It Fix It Apps,Closed,2022,12,369
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,4,369
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2022,7,368
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2023,7,368
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2024,4,368
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2025,1,368
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,12,367
Graffiti,NORTH,Find It Fix It Apps,Reported,2021,2,367
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2023,5,366
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2024,4,364
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2024,2,363
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2025,3,363
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2021,11,361
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,1,361
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2022,2,360
Illegal Dumping / Needles,EAST,Find It Fix It Apps,Closed,2024,9,360
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2023,8,360
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed,2022,2,360
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2023,9,360
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,10,359
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,5,357
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2023,4,357
Parking Enforcement,WEST,Find It Fix It Apps,Reported,2023,5,356
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2022,11,356
Parking Enforcement,EAST,Find It Fix It Apps,Reported,2023,8,356
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2025,1,355
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2021,2,354
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2022,1,354
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2024,2,353
Graffiti,WEST,Find It Fix It Apps,Reported,2021,3,352
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2021,1,352
Illegal Dumping / Needles,EAST,Find It Fix It Apps,Closed,2022,3,352
Graffiti,EAST,Find It Fix It Apps,Closed,2024,5,352
Parking Enforcement,WEST,Find It Fix It Apps,Reported,2023,6,351
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Citizen Web Intake App,Closed,2021,11,351
Graffiti,NORTH,Find It Fix It Apps,Reported,2021,3,351
Graffiti,WEST,Find It Fix It Apps,Reported,2021,4,350
Pothole,NORTH,Citizen Web Intake App,Reported,2022,1,349
Overgrown Vegetation,NORTH,Find It Fix It Apps,Closed,2024,7,349
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2023,9,349
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2025,2,348
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,2,348
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2021,1,347
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2023,6,347
Illegal Dumping / Needles,EAST,Find It Fix It Apps,Closed,2024,7,347
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,11,347
Unauthorized Encampment,WEST,Find It Fix It Apps,Open,2025,4,347
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,10,346
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2023,11,346
Pothole,NORTH,Find It Fix It Apps,Reported,2022,3,345
Unauthorized Encampment,WEST,Find It Fix It Apps,Closed,2023,2,344
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed,2022,1,343
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2022,4,343
Unauthorized Encampment,EAST,Find It Fix It Apps,Closed,2023,3,343
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,1,343
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2024,1,342
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2023,3,341
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Closed,2025,4,341
Graffiti,EAST,Find It Fix It Apps,Closed,2024,12,340
Illegal Dumping / Needles,EAST,Find It Fix It Apps,Closed,2022,9,340
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed,2021,8,340
Parking Enforcement,EAST,Find It Fix It Apps,Closed,2022,2,339
Graffiti,NORTH,Find It Fix It Apps,Reported,2023,6,339
Graffiti,NORTH,Find It Fix It Apps,Closed,2024,9,338
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed,2025,3,338
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2023,10,338
Graffiti,NORTH,Find It Fix It Apps,Reported,2022,10,338
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2023,11,338
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,3,337
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,12,336
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2022,8,335
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,4,335
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,7,333
Parking Enforcement,NORTH,Find It Fix It Apps,Closed,2023,9,333
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2024,5,332
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2023,1,332
Pothole,EAST,Find It Fix It Apps,Reported,2023,3,332
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed,2025,3,331
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2025,4,331
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Find It Fix It Apps,Closed,2022,1,331
Graffiti,NORTH,Find It Fix It Apps,Reported,2022,6,330
Pothole,EAST,Find It Fix It Apps,Reported,2024,1,330
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,4,330
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed,2024,10,330
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2025,1,330
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,1,330
Graffiti,NORTH,PremierOne CSR Mobile Apps,Closed,2025,4,330
Abandoned Vehicle/72hr Parking Ordinance,WEST,Find It Fix It Apps,Closed,2024,4,330
Graffiti,NORTH,Find It Fix It Apps,Reported,2021,4,329
Abandoned Vehicle/72hr Parking Ordinance,EAST,Find It Fix It Apps,Closed,2025,2,329
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2024,1,329
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Closed,2023,6,328
Graffiti,NORTH,Find It Fix It Apps,Closed,2025,3,328
Graffiti,WEST,Find It Fix It Apps,Reported,2021,1,328
Pothole,WEST,Find It Fix It Apps,Reported,2023,1,328
Parks and Recreation Maintenance,NORTH,Find It Fix It Apps,Closed,2025,1,328
Graffiti,WEST,Find It Fix It Apps,Closed,2024,11,327
Parking Enforcement,WEST,Find It Fix It Apps,Closed,2025,2,327
Graffiti,WEST,Find It Fix It Apps,Reported,2023,10,326
Illegal Dumping / Needles,EAST,Find It Fix It Apps,Closed,2022,8,326
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Transferred to Other Dept,2022,9,326
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed,2025,1,326
Graffiti,NORTH,Find It Fix It Apps,Reported,2022,4,325
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Closed,2022,1,325
Unauthorized Encampment,SOUTH,Find It Fix It Apps,Closed,2024,11,324
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Closed,2022,4,324
Unauthorized Encampment,SOUTHWEST,Find It Fix It Apps,Closed,2024,9,324
